store_id,product_id,date,prediction_p10,prediction_p50,prediction_p90
store_9,item_8,2022-02-28,25.22998352233847,28.627991023000597,32.08487140972547
store_9,item_8,2022-03-01,30.652799409682682,32.2324437648246,36.597493006555574
store_9,item_8,2022-03-02,31.029408777544383,33.36877457312578,37.788114058422515
store_9,item_8,2022-03-03,28.76847987121827,29.334065514543468,34.92470577674933
store_9,item_8,2022-03-04,22.40268263230436,25.6669736338826,30.48127961292278
store_9,item_8,2022-03-05,17.971003599605343,23.029892219764108,27.122641502576563
store_9,item_8,2022-03-06,20.12213947072988,24.444854896477622,28.69788277470906
store_9,item_8,2022-03-07,32.87073893938055,39.628758542299174,40.7833831396281
store_9,item_8,2022-03-08,32.59745476564319,33.60087354980501,38.895324685945475
store_9,item_8,2022-03-09,32.5059985872862,34.904454339360825,37.60067322179405
store_9,item_8,2022-03-10,30.202146282408144,31.81112815774938,35.1530929194941
store_9,item_8,2022-03-11,23.176923455803813,27.63264104821197,31.294055738115972
store_9,item_8,2022-03-12,20.008157509682285,24.506964800275156,29.069065428402617
store_9,item_8,2022-03-13,21.028212902764096,25.583125117600506,29.199909379541428
store_9,item_8,2022-03-14,29.259144489894656,30.17609603505338,36.221561115972044
store_9,item_8,2022-03-15,30.55487043968132,32.63230444028007,35.79572918313626
store_9,item_8,2022-03-16,31.722168713074005,33.822729297025255,36.59656369616394
store_9,item_8,2022-03-17,27.890830034190884,29.835908295337855,35.097441703991706
store_9,item_8,2022-03-18,22.075570763495662,25.920997628363693,30.36972730214921
store_9,item_8,2022-03-19,18.630719102914206,22.88636656277524,26.540469752451934
store_9,item_8,2022-03-20,20.21069843607911,23.582271459864344,28.396235744615478
store_9,item_8,2022-03-21,25.664499045059248,28.329859404244704,32.162848258869424
store_9,item_8,2022-03-22,30.81002256973207,32.55024052405797,36.44499774833725
store_9,item_8,2022-03-23,30.846158544239525,33.311153481836584,37.579744556656415
store_9,item_8,2022-03-24,29.069747755339005,30.41284552818822,35.6446073532611
store_9,item_8,2022-03-25,23.063277767764063,27.203717352289235,32.15425972656125
store_9,item_8,2022-03-26,19.574085656293416,24.20766295222743,28.22619346831165
store_9,item_8,2022-03-27,20.868807593795328,25.7430384378883,30.015428964533395
store_9,item_8,2022-03-28,27.364954799949608,29.93235597888266,33.59058227607687
store_9,item_8,2022-03-29,32.12631040852788,33.61530675972791,36.455351373600955
store_9,item_8,2022-03-30,40.69475650263932,47.13198279988595,49.52339053215296
store_9,item_8,2022-03-31,31.61077921469355,32.48801596336547,37.021811950355115
store_9,item_8,2022-04-01,23.306417191612976,27.938997438016255,31.215795126137955
store_9,item_8,2022-04-02,19.72133437180104,24.153753131668314,28.17053142953321
store_9,item_8,2022-04-03,28.49620671315202,32.82474919080465,34.714503181092425
store_9,item_8,2022-04-04,26.904415817260954,30.41473361155266,34.17608993252762
store_9,item_8,2022-04-05,31.081562937408957,33.45903568024325,36.11732503408776
store_9,item_8,2022-04-06,32.718534810212525,34.248324100743595,39.06775668419777
store_9,item_8,2022-04-07,29.25142606062993,31.005214077561853,35.46820644371377
store_9,item_8,2022-04-08,22.8648795558577,26.970960431476804,30.619991002668637
store_9,item_8,2022-04-09,18.336117511812038,23.37568335571426,27.297209472787387
store_9,item_8,2022-04-10,28.440185380445513,32.36633188509242,35.585782409633175
store_9,item_8,2022-04-11,26.644327599271474,30.14522904995166,33.957602256794644
store_9,item_8,2022-04-12,40.84992766285648,45.44891757302626,47.966695767636054
store_9,item_8,2022-04-13,31.375166599762338,35.37184334491222,39.03143470517024
store_9,item_8,2022-04-14,29.889943343685456,32.28425175323112,35.60668116877334
store_9,item_8,2022-04-15,32.60477824988429,36.334600427522325,38.680079833361056
store_9,item_8,2022-04-16,20.927962618145038,25.285805099187225,31.316240140306824
store_9,item_8,2022-04-17,23.123996698057383,25.937423965129064,30.808271159657746
store_9,item_8,2022-04-18,34.5916922311118,40.352229233418385,42.837275345191586
store_9,item_8,2022-04-19,33.01001041702807,34.96695935832574,40.35756083804473
store_9,item_8,2022-04-20,34.9940695835539,38.240158378216805,39.41286497500512
store_9,item_8,2022-04-21,30.13288516419763,33.64756411599276,35.78319532702913
store_9,item_8,2022-04-22,25.33857222955434,28.314778567568528,32.540690700974324
store_9,item_8,2022-04-23,19.80528148299292,23.532793121048552,28.085219423407032
store_9,item_8,2022-04-24,21.20229297806366,24.526522492183695,28.254053041833014
store_9,item_8,2022-04-25,27.112823354680778,28.968809340578517,33.60647029208785
store_9,item_8,2022-04-26,30.784715874234738,33.26595473396618,35.706608600744
store_9,item_8,2022-04-27,41.58585686973413,45.948075150397855,50.03914354674348
store_9,item_8,2022-04-28,29.891762832317475,32.253263655234285,37.19689874594012
store_9,item_8,2022-04-29,23.305618863731457,28.15343287358086,32.747407169908584
store_9,item_8,2022-04-30,19.85833061277537,25.019610053471226,29.193735982306414
store_9,item_8,2022-05-01,21.478394415552472,25.780380587979476,29.59717638924862
store_9,item_8,2022-05-02,25.823084251316118,30.17606459000935,34.07141444302413
store_9,item_8,2022-05-03,32.04482231266557,35.09524506279252,37.5807766367428
store_9,item_8,2022-05-04,33.79917370156638,35.71597251356374,38.3479122901794
store_9,item_8,2022-05-05,29.104852570644226,31.45196654265697,35.22517738277852
store_9,item_8,2022-05-06,22.447028227313158,26.659199450425895,30.045435209804115
store_9,item_8,2022-05-07,18.177040687765427,23.46203770884594,27.81892383372302
store_9,item_8,2022-05-08,21.68689900945822,24.250291452772995,28.811502494040816
store_9,item_8,2022-05-09,25.42068039765603,28.799728124441298,32.30528592320881
store_9,item_8,2022-05-10,30.907863511130643,33.18200900485283,36.48616698158334
store_9,item_8,2022-05-11,31.320079565602715,33.85773705590496,36.4441296177933
store_9,item_8,2022-05-12,28.908888486933808,30.686158500217463,33.82401366125555
store_9,item_8,2022-05-13,21.43220033968488,26.177968128902098,30.00703777557525
store_9,item_8,2022-05-14,17.775700038620098,22.445570950574286,26.78476920651868
store_9,item_8,2022-05-15,19.07252349756897,23.724850693099874,27.510346366867765
store_9,item_8,2022-05-16,24.210933641947978,28.043806768666595,32.62205252864125
store_9,item_8,2022-05-17,28.152130392703924,30.716628928266637,35.36157668081286
store_9,item_8,2022-05-18,29.01390591559025,31.498539248566694,35.35696781105454
store_9,item_8,2022-05-19,34.468347844930676,39.75039799421458,42.306403119537585
store_9,item_8,2022-05-20,20.72363227345394,25.238504298709866,29.30972455213454
store_9,item_8,2022-05-21,17.303988968968145,22.51058478963469,26.18370523035922
store_9,item_8,2022-05-22,19.337911576218996,23.33473873759038,27.746764990071313
store_9,item_8,2022-05-23,24.000828155795478,27.101980031974108,31.102138250550865
store_9,item_8,2022-05-24,27.691212746219335,30.087761542560337,35.25153091654676
store_9,item_8,2022-05-25,29.173111533201837,30.995597335450146,35.122718082096355
store_9,item_8,2022-05-26,35.034551268684574,39.001555677081,41.11744716129888
store_9,item_8,2022-05-27,28.428447174510307,32.83892329164392,35.23226533764687
store_9,item_8,2022-05-28,17.60231983633883,22.52120547496082,27.023928196475403
store_9,item_8,2022-05-29,18.687847026922093,23.392525175376647,27.669839762527403
store_9,item_8,2022-05-30,23.929683624068748,27.62313332820163,31.68974023173074
store_9,item_8,2022-05-31,28.258130760609877,30.704598266566343,35.127423799264456
store_9,item_8,2022-06-01,28.94449927170773,31.4749519569376,35.18578127119424
store_9,item_8,2022-06-02,25.55259258444319,27.316264813420585,34.0667673745967
