date,store_id,product_id,sales,price,promotion,weekday,month,dayofweek,weekofyear,is_weekend,month_sin,month_cos,dow_sin,dow_cos,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,trend_7_14,trend_7_28,velocity,acceleration,price_lag_1,price_lag_7,price_lag_28,price_avg_7,price_avg_28,price_std_28,price_change_1,price_change_7,price_change_28,price_vs_avg_7,price_vs_avg_28,price_zscore_28,discount_depth,price_momentum,price_volatility,price_squared,log_price,promo_last_week,promo_rolling_7,promo_price_interaction,product_avg,store_avg,global_avg,prediction_p10,prediction_p50,prediction_p90,scenario,revenue_p10,revenue_p50,revenue_p90,cost,profit_p10,profit_p50,profit_p90,risk_range,downside,elasticity,optimal_price,max_profit
2024-01-01,store_1,item_1,48.834910656808624,21.3,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,42.0,47.0,68.0,40.0,47.857143,8.112307,49.214287,8.911346,46.82143,10.607661,-1.3571434,1.0357132,-5.0,16.0,21.3,21.3,21.3,21.3,20.995714,1.1172496,0.0,0.0,0.0,0.9999999,1.0144926,0.27235165,-0.014492631,0.0,0.053213216,453.68997,3.1045866,0.0,0.0,-0.0,46.82143,46.82143,46.82143,45.4832342996046,48.834910656808624,52.64361078270037,baseline,968.792855880624,1040.1835597319437,1121.3088695076303,14.909999,953.8828569868862,1025.2735608382059,1106.3988706138925,152.51601362700637,953.8828569868862,10.0,27.689999008178713,960.5376904331911
2024-01-01,store_1,item_10,24.80488187887669,20.59,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,21.0,36.0,24.0,27.0,25.0,8.1034975,24.642857,6.1595097,23.071428,5.496993,0.3571434,1.9285717,-15.0,-27.0,20.59,16.47,20.59,20.001429,20.442858,0.77860695,0.0,0.2501518,0.0,1.0294263,1.0071976,0.18898138,-0.0071976185,-0.2501518,0.038086988,423.94812,3.0722303,1.0,1.0,-0.0,23.071428,23.071428,23.071428,20.67621770586812,24.80488187887669,28.585857385222603,baseline,425.723325718765,510.73252167099565,588.582807923589,14.413,411.3103256119535,496.31952156418413,574.1698078167775,162.85948220482402,411.3103256119535,10.0,26.767000198364258,480.8890615945379
2024-01-01,store_1,item_11,38.644121497267726,52.2,1,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,30.0,22.0,27.0,20.0,28.285715,7.825477,27.142857,7.047718,26.535715,7.3256636,1.1428585,1.75,8.0,13.0,52.2,65.25,65.25,61.521427,63.385715,4.6503453,0.0,-0.19999999,-0.19999999,0.8484849,0.8235294,-2.405351,0.17647058,0.19999999,0.07336582,2724.84,3.9740584,0.0,2.0,0.1764705777168274,26.535715,26.535715,26.535715,35.66953327504667,38.644121497267726,43.12093549378131,baseline,1861.9496641711303,2017.2231716405001,2250.912865674047,36.54,1825.409663255603,1980.6831707249728,2214.37286475852,388.96320150291695,1825.409663255603,10.0,63.945000934600834,1990.7141957281833
2024-01-01,store_1,item_12,22.50645799035222,60.88,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,15.0,20.0,16.0,24.0,22.0,5.7445626,23.0,5.24771,21.821428,6.01882,-1.0,0.1785717,-5.0,-9.0,60.88,60.88,60.88,60.88,59.14,4.3403225,0.0,0.0,0.0,1.0,1.0294217,0.40089217,-0.029421687,0.0,0.07339064,3706.3745,4.125197,0.0,0.0,-0.0,21.821428,21.821428,21.821428,17.549444433366727,22.50645799035222,26.360914505081432,baseline,1068.4101958481954,1370.193186492134,1604.852503225852,42.616,1025.794194719045,1327.5771853629835,1562.2365020967015,536.4423073776566,1025.794194719045,10.0,79.14400138854981,1376.6699239758996
2024-01-01,store_1,item_13,42.99815228874245,68.19,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,40.0,40.0,44.0,38.0,42.285713,2.6276913,43.142857,3.3248978,42.0,4.9366355,-0.8571434,0.2857132,0.0,4.0,68.19,68.19,68.19,68.19,67.21571,3.577299,0.0,0.0,0.0,1.0,1.014495,0.27235314,-0.014495015,0.0,0.053221174,4649.8765,4.2368565,0.0,0.0,-0.0,42.0,42.0,42.0,39.84523339087309,42.99815228874245,47.46867822849906,baseline,2717.046562202038,2932.0441095453057,3236.8892842916785,47.733,2669.3135604930535,2884.3111078363213,3189.156282582694,519.8427220896406,2669.3135604930535,10.0,66.4852523803711,2704.1890872456106
2024-01-01,store_1,item_14,25.431546331869416,70.38,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,22.0,24.0,20.0,22.0,25.857143,4.0999417,26.5,6.768138,24.642857,5.845,-0.6428566,1.2142868,-2.0,-6.0,70.38,70.38,70.38,68.369995,68.8725,4.431632,0.0,0.0,0.0,1.0293989,1.0218883,0.340168,-0.021888256,0.0,0.06434545,4953.344,4.268018,0.0,1.0,-0.0,24.642857,24.642857,24.642857,21.64763171993757,25.431546331869416,28.93689543419698,baseline,1523.56026099221,1789.8721609871413,2036.5786211812265,49.266,1474.294262151878,1740.6061621468093,1987.3126223408944,513.0183601890164,1474.294262151878,10.0,91.49399642944336,1785.1598720204315
2024-01-01,store_1,item_15,22.792047404147336,56.62,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,18.0,24.0,22.0,21.0,23.714285,4.5355735,22.285715,4.905704,21.142857,4.6723323,1.4285698,2.5714283,-6.0,-8.0,56.62,56.62,56.62,56.62,56.62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3205.8242,4.0538697,0.0,0.0,0.0,21.142857,21.142857,21.142857,18.997174066229086,22.792047404147336,26.933934039420397,baseline,1075.6199753387198,1290.4856996782892,1524.9993165434375,39.634,1035.9859764678702,1250.8517008074396,1485.365317672588,449.3793412047178,1035.9859764678702,10.0,73.6059986114502,1246.037108017076
2024-01-01,store_1,item_16,32.692481707787984,43.08,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,35.0,30.0,34.0,31.0,35.714287,3.6384194,32.57143,5.774137,30.892857,4.9765325,3.1428566,4.82143,5.0,9.0,43.08,43.08,43.08,41.84857,42.772144,1.6290274,0.0,0.0,0.0,1.0294259,1.0071976,0.1889823,-0.0071976185,0.0,0.038086176,1855.8866,3.7860062,0.0,1.0,-0.0,30.892857,30.892857,30.892857,28.719441431907093,32.692481707787984,36.99413335795774,baseline,1237.2335894734254,1408.3921718332283,1593.7073327991009,30.156,1207.0775893360963,1378.2361716958992,1563.5513326617718,356.4737433256755,1207.0775893360963,10.0,56.0040023803711,1379.121854775008
2024-01-01,store_1,item_17,18.457100700298522,62.32,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,13.0,18.0,17.0,17.0,16.428572,4.5773773,18.571428,5.6393437,17.392857,4.954155,-2.1428566,-0.9642849,-5.0,-6.0,62.32,62.32,62.32,62.32,60.985,3.9245307,0.0,0.0,0.0,1.0,1.0218906,0.34016773,-0.02189064,0.0,0.06435239,3883.7825,4.1482015,0.0,0.0,-0.0,17.392857,17.392857,17.392857,14.257666192576478,18.457100700298522,22.16921335754951,baseline,888.5377527702717,1150.2465100099437,1381.5853696769784,43.624,844.9137522209553,1106.6225094606273,1337.961369127662,493.0476169067067,844.9137522209553,10.0,81.01599960327148,1099.5851615666734
2024-01-01,store_1,item_18,42.09789006118171,71.7,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,30.0,42.0,37.0,35.0,41.857143,10.605479,42.0,8.575457,39.642857,7.4147716,-0.1428566,2.2142868,-12.0,-17.0,71.7,71.7,71.7,71.7,71.18785,2.7100046,0.0,0.0,0.0,1.0,1.0071943,0.18898338,-0.0071942806,0.0,0.038068358,5140.8896,4.286341,0.0,0.0,-0.0,39.642857,39.642857,39.642857,38.170064847973855,42.09789006118171,45.304339758867656,baseline,2736.793533113932,3018.4185889141636,3248.321022452938,50.19,2686.603534487223,2968.2285902874546,3198.131023826229,511.527489339006,2686.603534487223,10.0,93.20999603271484,2946.5911799029486
2024-01-01,store_1,item_19,14.497702925499025,40.82,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,15.0,13.0,13.0,10.0,15.857142,3.9761193,14.571428,3.4799268,13.714286,3.2869792,1.2857141,2.1428566,2.0,2.0,40.82,40.82,40.82,40.82,40.82,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1666.2723,3.7333746,0.0,0.0,0.0,13.714286,13.714286,13.714286,10.575228225057234,14.497702925499025,18.887337814502104,baseline,431.68081291953274,591.7962289945224,770.9811238240178,28.574,403.1068135146255,563.2222295896152,742.4071244191106,339.30031090448506,403.1068135146255,10.0,36.737999725341794,582.5361603183487
2024-01-01,store_1,item_2,41.647435715549236,38.55,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,35.0,42.0,40.0,33.0,40.42857,6.7541876,39.92857,5.6359324,39.464287,7.4658837,0.5,0.964283,-7.0,-9.0,38.55,38.55,38.55,38.55,37.999287,2.022065,0.0,0.0,0.0,1.0,1.0144928,0.27235144,-0.01449275,0.0,0.053213235,1486.1024,3.6775656,0.0,0.0,-0.0,39.464287,39.464287,39.464287,37.807646047232886,41.647435715549236,44.952873577391856,baseline,1457.4847262758828,1605.5086150599511,1732.9332421121353,26.984999,1430.49972757288,1578.5236163569482,1705.9482434091324,275.44851583625245,1430.49972757288,10.0,50.114999008178714,1448.807759964844
2024-01-01,store_1,item_20,71.7747313499028,12.2,1,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,62.0,45.0,47.0,45.0,51.285713,7.0878835,51.214287,11.715726,48.07143,9.626078,0.07142639,3.214283,17.0,19.0,12.2,15.24,15.24,14.805714,14.914286,0.95751,0.0,-0.19947505,-0.19947505,0.82400614,0.8180076,-2.8347306,0.18199241,0.19947505,0.064200856,148.84,2.580217,0.0,1.0,0.18199241161346436,48.07143,48.07143,48.07143,69.67670451544164,71.7747313499028,76.04045671471069,baseline,850.0557817986113,875.6517087788706,927.6935574159043,8.54,841.5157818367583,867.1117088170175,919.1535574540512,77.63777561729296,841.5157818367583,10.0,14.944999766349794,878.4378267211671
2024-01-01,store_1,item_21,41.713076549601126,27.45,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,31.0,38.0,42.0,39.0,46.285713,13.31308,43.07143,10.21661,41.214287,9.769026,3.214283,5.0714264,-7.0,-3.0,27.45,27.45,27.45,25.88143,26.665714,1.9563528,0.0,0.0,0.0,1.060606,1.0294117,0.40089196,-0.029411674,0.0,0.073365845,753.50256,3.348148,0.0,2.0,-0.0,41.214287,41.214287,41.214287,36.99843544601676,41.713076549601126,44.499504047150786,baseline,1015.6070812207261,1145.0239831111028,1221.5114200447163,19.215,996.3920810681382,1125.808982958515,1202.2964198921284,205.9043388239902,996.3920810681382,10.0,35.68500099182129,1051.093244159128
2024-01-01,store_1,item_22,21.07124743023709,47.59,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,17.0,13.0,18.0,18.0,20.428572,5.287001,19.857143,4.8810015,20.892857,4.9765325,0.5714283,-0.4642849,4.0,9.0,47.59,47.59,47.59,47.59,46.23,3.3924363,0.0,0.0,0.0,1.0,1.0294181,0.4008919,-0.02941811,0.0,0.07338171,2264.808,3.8834178,0.0,0.0,-0.0,20.892857,20.892857,20.892857,16.783164031484535,21.07124743023709,24.431905735315315,baseline,798.7107788192566,1002.7806684202003,1162.7143976716688,33.313,765.3977790939148,969.4676686948585,1129.401397946327,364.0036188524123,765.3977790939148,10.0,61.86700019836426,1019.9554160799293
2024-01-01,store_1,item_23,12.535393743349019,46.82,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,10.0,6.0,16.0,13.0,11.428572,3.5523298,11.285714,4.027379,11.785714,3.499811,0.14285755,-0.35714245,4.0,14.0,46.82,46.82,46.82,46.82,46.485714,1.7688738,0.0,0.0,0.0,1.0,1.0071912,0.18898214,-0.007191181,0.0,0.03805199,2192.1123,3.867444,0.0,0.0,-0.0,11.785714,11.785714,11.785714,8.518409749846226,12.535393743349019,16.26970116956659,baseline,398.83194188818794,586.9071312381025,761.7474037939891,32.774,366.0579436276899,554.1331329776044,728.973405533491,362.9154619058011,366.0579436276899,10.0,60.86599960327148,587.5828099070152
2024-01-01,store_1,item_24,41.968910760594454,19.06,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,31.0,44.0,35.0,38.0,42.857143,12.64158,40.642857,10.3819895,39.25,8.461788,2.2142868,3.6071434,-13.0,-22.0,19.06,19.06,19.06,18.515715,18.923927,0.7200222,0.0,0.0,0.0,1.0293957,1.0071903,0.18898302,-0.0071903467,0.0,0.03804824,363.28357,2.9987278,0.0,1.0,-0.0,39.25,39.25,39.25,37.7646626647421,41.968910760594454,45.65566978064758,baseline,719.7944502214787,799.9274166831138,870.1970416363846,13.341999,706.4524511675236,786.5854176291588,856.8550425824295,150.40259141490594,706.4524511675236,10.0,24.7779993057251,778.8285518425331
2024-01-01,store_1,item_25,38.47680685552073,89.21,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,33.0,39.0,31.0,27.0,37.142857,7.1514235,38.92857,7.5392747,37.17857,7.3436975,-1.7857132,-0.035713196,-6.0,-14.0,89.21,89.21,89.21,89.21,87.29857,5.6190705,0.0,0.0,0.0,1.0,1.0218953,0.34016836,-0.02189529,0.0,0.064366125,7958.424,4.50214,0.0,0.0,-0.0,37.17857,37.17857,37.17857,34.027440409865775,38.47680685552073,41.68684996559153,baseline,3035.5879278110738,3432.5159043544354,3718.883847264969,62.447,2973.1409292148824,3370.068905758244,3656.4368486687777,683.2959194538953,2973.1409292148824,10.0,115.97299880981446,3490.8260104615533
2024-01-01,store_1,item_26,40.704527219891844,47.67,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,31.0,40.0,36.0,53.0,38.714287,6.725927,38.42857,6.767732,37.67857,7.0398526,0.285717,1.035717,-9.0,-13.0,47.67,47.67,38.14,47.67,47.32964,1.8010005,0.0,0.0,0.24986887,1.0,1.0071912,0.18898304,-0.007191181,0.0,0.038052276,2272.4287,3.8850627,0.0,0.0,-0.0,37.67857,37.67857,37.67857,36.30452919846745,40.704527219891844,43.890899395017414,baseline,1730.636840415365,1940.3847380400289,2092.279093793843,33.369,1697.2678409341638,1907.0157385588277,2058.910094312642,361.642253378478,1697.2678409341638,10.0,61.97099761962891,1832.9460600947814
2024-01-01,store_1,item_27,41.412285275756105,67.62,0,0.0,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,34.0,38.0,39.0,41.0,42.714287,7.867958,40.92857,7.5392747,40.07143,6.6939917,1.785717,2.6428566,-4.0,-3.0,67.62,67.62,67.62,65.688576,66.17143,4.258401,0.0,0.0,0.0,1.0294027,1.0218911,0.34016758,-0.021891117,0.0,0.06435407,4572.465,4.2285843,0.0,1.0,-0.0,40.07143,40.07143,40.07143,37.617557549730925,41.412285275756105,45.601335360644036,baseline,2543.699344832513,2800.2988440888666,3083.562422334558,47.334,2496.365345198724,2752.9648444550776,3036.228422700769,539.8630775020451,2496.365345198724,10.0,87.90600357055665,2581.62874005036
2024-01-02,store_1,item_1,54.98525665542328,21.3,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,48.83491,51.0,49.0,48.0,48.119274,8.109639,47.845352,7.0893326,47.136963,10.528342,0.27392197,0.98231125,-2.1650887,-4.1650887,21.3,21.3,21.3,21.3,20.995714,1.1172496,0.0,0.0,0.0,0.9999999,1.0144926,0.27235165,-0.014492631,0.0,0.053213216,453.68997,3.1045866,0.0,0.0,-0.0,47.136963,47.136963,47.136963,51.15451137428151,54.98525665542328,60.636481037212505,baseline,1089.5910532444013,1171.185924810094,1291.5569998306626,14.909999,1074.6810543506635,1156.2759259163563,1276.6470009369248,201.96594658626123,1074.6810543506635,10.0,27.689999008178713,960.5376904331911
2024-01-02,store_1,item_10,27.872042612283995,20.59,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,24.804882,29.0,28.0,22.0,23.400698,6.520911,24.700348,6.1568036,22.99303,5.454377,-1.2996502,0.40766716,-4.195118,-5.195118,20.59,20.59,20.59,20.59,20.442858,0.77860695,0.0,0.0,0.0,0.9999999,1.0071976,0.18898138,-0.0071976185,0.0,0.038086988,423.94812,3.0722303,0.0,0.0,-0.0,22.99303,22.99303,22.99303,23.793515791056166,27.872042612283995,31.296321205813413,baseline,489.90849376844886,573.8853616398636,644.3912584031378,14.413,475.49549366163734,559.4723615330521,629.9782582963263,154.48276463468898,475.49549366163734,10.0,26.767000198364258,480.8890615945379
2024-01-02,store_1,item_11,45.341035915139024,52.2,1,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,38.644123,26.0,27.0,35.0,30.663446,8.120342,27.97458,7.687594,27.201576,7.553385,2.6888657,3.4618702,12.644123,13.644123,52.2,65.25,52.2,59.657143,62.919643,5.089774,0.0,-0.19999999,0.0,0.875,0.82962966,-2.1061132,0.17037034,0.19999999,0.08089325,2724.84,3.9740584,0.0,3.0,0.17037034034729004,27.201576,27.201576,27.201576,41.85434038877976,45.341035915139024,50.1334266791597,baseline,2184.796600226631,2366.802109362722,2616.964910900905,36.54,2148.256599311104,2330.262108447195,2580.424909985378,432.1683106742739,2148.256599311104,10.0,63.945000934600834,1990.7141957281833
2024-01-02,store_1,item_12,25.08347894620082,60.88,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,22.506458,26.0,25.0,37.0,22.358065,5.6768394,23.464746,4.853387,21.768087,6.0054007,-1.1066818,0.58997726,-3.4935417,-4.4935417,60.88,60.88,48.7,60.88,59.14,4.3403225,0.0,0.0,0.25010267,1.0,1.0294217,0.40089217,-0.029421687,0.0,0.07339064,3706.3745,4.125197,0.0,0.0,-0.0,21.768087,21.768087,21.768087,21.277448835226423,25.08347894620082,28.84231647439662,baseline,1295.371107815352,1527.0822250367519,1755.9202577681838,42.616,1252.7551066862015,1484.4662239076015,1713.3042566390334,460.54914995283184,1252.7551066862015,10.0,79.14400138854981,1376.6699239758996
2024-01-02,store_1,item_13,49.24154641330064,68.19,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,42.998154,43.0,43.0,48.0,42.714024,2.4299355,43.071297,3.3157995,42.178505,4.8766418,-0.3572731,0.53551865,-0.0018463135,-0.0018463135,68.19,68.19,68.19,68.19,67.21571,3.577299,0.0,0.0,0.0,1.0,1.014495,0.27235314,-0.014495015,0.0,0.053221174,4649.8765,4.2368565,0.0,0.0,-0.0,42.178505,42.178505,42.178505,44.98160498752315,49.24154641330064,54.29745499578282,baseline,3067.295753917575,3357.78117014159,3702.5435887245767,47.733,3019.5627522085906,3310.0481684326055,3654.8105870155923,635.2478348070017,3019.5627522085906,10.0,66.4852523803711,2704.1890872456106
2024-01-02,store_1,item_14,28.178228965522056,70.38,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,25.431547,24.0,28.0,29.0,26.06165,4.0269203,26.887968,6.51793,24.765413,5.823469,-0.82631874,1.296236,1.4315472,5.431547,70.38,70.38,70.38,68.369995,68.8725,4.431632,0.0,0.0,0.0,1.0293989,1.0218883,0.340168,-0.021888256,0.0,0.06434545,4953.344,4.268018,0.0,1.0,-0.0,24.765413,24.765413,24.765413,24.45385275438696,28.178228965522056,32.146845999390436,baseline,1721.0620896892417,1983.183677199625,2262.4949331431494,49.266,1671.7960908489097,1933.917678359293,2213.2289343028174,541.4328434539077,1671.7960908489097,10.0,91.49399642944336,1785.1598720204315
2024-01-02,store_1,item_15,25.885124481273383,56.62,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,22.792048,25.0,25.0,20.0,23.541721,4.5458593,22.342289,4.906723,21.20686,4.682565,1.1994324,2.3348618,-2.2079525,-2.2079525,56.62,56.62,56.62,56.62,56.62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3205.8242,4.0538697,0.0,0.0,0.0,21.20686,21.20686,21.20686,22.24411909635364,25.885124481273383,29.880602059959966,baseline,1259.4619994762606,1465.615720481403,1691.839656719007,39.634,1219.828000605411,1425.9817216105534,1652.2056578481574,432.3776572427464,1219.828000605411,10.0,73.6059986114502,1246.037108017076
2024-01-02,store_1,item_16,36.014411739769244,43.08,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,32.692482,35.0,28.0,29.0,36.098927,3.0241024,32.478035,5.7598095,30.953302,4.988147,3.6208916,5.145624,-2.307518,-9.307518,43.08,43.08,43.08,41.84857,42.772144,1.6290274,0.0,0.0,0.0,1.0294259,1.0071976,0.1889823,-0.0071976185,0.0,0.038086176,1855.8866,3.7860062,0.0,1.0,-0.0,30.953302,30.953302,30.953302,32.32570159543946,36.014411739769244,41.3090194809516,baseline,1392.5912839216594,1551.5009236936164,1779.5926348784685,30.156,1362.4352837843303,1521.3449235562873,1749.4366347411394,387.0013509568091,1362.4352837843303,10.0,56.0040023803711,1379.121854775008
2024-01-02,store_1,item_17,20.554082312282347,62.32,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,18.4571,19.0,25.0,22.0,16.493872,4.6066976,18.675507,5.6215286,17.444897,4.957527,-2.181635,-0.951025,-0.5429001,5.4571,62.32,62.32,62.32,62.32,60.985,3.9245307,0.0,0.0,0.0,1.0,1.0218906,0.34016773,-0.02189064,0.0,0.06435239,3883.7825,4.1482015,0.0,0.0,-0.0,17.444897,17.444897,17.444897,16.455821484236445,20.554082312282347,24.057823643872368,baseline,1025.526789875697,1280.9304034288277,1499.283562144261,43.624,981.9027893263806,1237.3064028795113,1455.6595615949445,473.75677226856396,981.9027893263806,10.0,81.01599960327148,1099.5851615666734
2024-01-02,store_1,item_18,47.8464713090591,71.7,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,42.09789,48.0,48.0,39.0,41.871128,10.605763,42.364136,8.45419,39.896355,7.371367,-0.49300766,1.9747734,-5.902111,-5.902111,71.7,71.7,71.7,71.7,71.18785,2.7100046,0.0,0.0,0.0,1.0,1.0071943,0.18898338,-0.0071942806,0.0,0.038068358,5140.8896,4.286341,0.0,0.0,-0.0,39.896355,39.896355,39.896355,43.890368720145915,47.8464713090591,51.909365056947564,baseline,3146.9393032916864,3430.591846843695,3721.90131616833,50.19,3096.7493046649774,3380.401848216986,3671.711317541621,574.9620128766437,3096.7493046649774,10.0,93.20999603271484,2946.5911799029486
2024-01-02,store_1,item_19,17.066728056767857,40.82,0,0.0,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,14.497703,18.0,17.0,19.0,16.0711,3.8345253,14.678408,3.4508014,13.874918,3.2076855,1.3926926,2.1961823,-3.5022974,-4.5022974,40.82,40.82,40.82,40.82,40.82,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1666.2723,3.7333746,0.0,0.0,0.0,13.874918,13.874918,13.874918,12.12184354387889,17.066728056767857,21.247193062364225,baseline,494.81364976184324,696.6638340689119,867.310414321579,28.574,466.239650356936,668.0898346640047,838.7364149166717,372.4967645597357,466.239650356936,10.0,36.737999725341794,582.5361603183487
